title,year,journal,authors,doi,url,source,collected_at
Case report: Penile horn overlying condylomata acuminata,2004,Indian Journal of Urology,"Vivek Singla, Rohit Ajmera, BL Laddha",10.4103/0970-1591.20754,https://doi.org/10.4103/0970-1591.20754,crossref,2025-10-09T13:42:54+00:00
"ChemInform Abstract: STUDIES OF SOME THREE‐COMPONENT SYSTEMS OF THE TYPE MCL2‐HYDROGEN CHLORIDE‐WATER (M = NI2+, MN2+, FE2+)",1979,Chemischer Informationsdienst,"CHR. BALAREW, DR. SPASSOW, BL. SIMEONOWA",10.1002/chin.197929019,https://doi.org/10.1002/chin.197929019,crossref,2025-10-09T13:42:54+00:00
Serotonylation of Proteins in Pulmonary Artery Smooth Muscle Cells.,2009,B17. NOVEL CELL SIGNALING MECHANISMS IN PULMONARY VASCULAR CELLS: POTENTIAL THERAPEUTIC TARGETS,"Y Liu, DL Laskin, BL Fanburg",10.1164/ajrccm-conference.2009.179.1_meetingabstracts.a2481,https://doi.org/10.1164/ajrccm-conference.2009.179.1_meetingabstracts.a2481,crossref,2025-10-09T13:42:54+00:00
Winter foraging behaviour of lactating New Zealand sea lions (<i>Phocarctos hookeri</i>),2013,New Zealand Journal of Marine and Freshwater Research,"BL Chilvers, SJ Childerhouse, NJ Gales",10.1080/00288330.2012.752755,https://doi.org/10.1080/00288330.2012.752755,crossref,2025-10-09T13:42:54+00:00
Durability of Galvanized Steel in Concrete,1980,Corrosion of Reinforcing Steel In Concrete,"KWJ Treadaway, BL Brown, RN Cox",10.1520/stp27472s,https://doi.org/10.1520/stp27472s,crossref,2025-10-09T13:42:54+00:00
Impact of aspirate smears and trephine biopsies in routine bone marrow diagnostics: a comparative study of 141 cases,2005,Swiss Medical Weekly,"BL Graf, L Schmid, SB Cogliatti",10.4414/smw.2005.10863,https://doi.org/10.4414/smw.2005.10863,crossref,2025-10-09T13:42:54+00:00
Biaxial Fatigue of Stainless Steel 304 under Irregular Loading,2000,Fatigue and Fracture Mechanics: 31st Volume,"KS Kim, BL Lee, JC Park",10.1520/stp14795s,https://doi.org/10.1520/stp14795s,crossref,2025-10-09T13:42:54+00:00
Investigation of the Interaction of Electrons and Lattice Vibrations Using Glassy Metal Thermopower,1986,Australian Journal of Physics,"AB Kaiser, AL Christie, BL Gallagher",10.1071/ph860909,https://doi.org/10.1071/ph860909,crossref,2025-10-09T13:42:54+00:00
"Behavior of juvenile bluefish Pomatomus saltatrix in vertical thermal gradients: influence of season, temperature acclimation and food",1985,Marine Ecology Progress Series,"BL Olla, AL Studholme, AJ Bejda",10.3354/meps023165,https://doi.org/10.3354/meps023165,crossref,2025-10-09T13:42:54+00:00
A Study of Early Neonatal Deaths at Kathmandu Medical College Teaching Hospital,1970,Journal of Nepal Paediatric Society,"M Shrestha, BL Bajracharya, DS Manandhar",10.3126/jnps.v27i2.1584,https://doi.org/10.3126/jnps.v27i2.1584,crossref,2025-10-09T13:42:54+00:00
"Analysis of Ear, Nose and Throat Foreign Bodies in Dhulikhel Hospital",2013,Kathmandu University Medical Journal,"Inku Shrestha, BL Shrestha, RCM Amatya",10.3126/kumj.v10i2.7334,https://doi.org/10.3126/kumj.v10i2.7334,crossref,2025-10-09T13:42:54+00:00
Solid-state NMR imaging methods. Part II: Line narrowing,2000,Concepts in Magnetic Resonance,"Dan E. Demco, Bernhard Bl�mich",10.1002/1099-0534(2000)12:5<269::aid-cmr2>3.0.co;2-0,https://doi.org/10.1002/1099-0534(2000)12:5<269::aid-cmr2>3.0.co;2-0,crossref,2025-10-09T13:42:54+00:00
Highly efficient hard rock-breaking tool for mining machines,2019,IOP Conference Series: Earth and Environmental Science,"BL Gerike, VI Klishin, PB Gerike",10.1088/1755-1315/262/1/012019,https://doi.org/10.1088/1755-1315/262/1/012019,crossref,2025-10-09T13:42:54+00:00
Outcomes of combined endoscopic vitrectomy and posteriorly placed glaucoma drainage devices in pediatric patients,2022,BMC Ophthalmology,"A Jacobson, CG Besirli, BL Bohnsack",10.1186/s12886-022-02373-3,https://doi.org/10.1186/s12886-022-02373-3,crossref,2025-10-09T13:42:54+00:00
Directed expression of an oncogene to the olfactory neuronal lineage in transgenic mice,1993,The Journal of Neuroscience,"BL Largent, RG Sosnowski, RR Reed",10.1523/jneurosci.13-01-00300.1993,https://doi.org/10.1523/jneurosci.13-01-00300.1993,crossref,2025-10-09T13:42:54+00:00
The Influence of Residual Copper in Annealed and Postweld Heat Treated 2-1/4Cr-1Mo Steel,1989,Residual and Unspecified Elements in Steel,"RL Bodnar, BL Bramfitt, RF Cappellini",10.1520/stp24580s,https://doi.org/10.1520/stp24580s,crossref,2025-10-09T13:42:54+00:00
Relationship between sporidesmin-induced liver injury and serum activity of gamma-glutamyltransferase in Romney lambs sired by facial eczema-resistant or control rams,2002,New Zealand Veterinary Journal,"CA Morris, BL Smith, SM Hickey",10.1080/00480169.2002.36243,https://doi.org/10.1080/00480169.2002.36243,crossref,2025-10-09T13:42:54+00:00
"Development of the obesity epidemic in Denmark: Cohort, time and age effects among boys born 1930–1975",1999,International Journal of Obesity,"BL Thomsen, CT Ekstrøm, TIA Sørensen",10.1038/sj.ijo.0800907,https://doi.org/10.1038/sj.ijo.0800907,crossref,2025-10-09T13:42:54+00:00
Atherosclerosis and Thrombosis,1991,The Endocrinologist,"Myant NB, Gallagher JJ, Knight BL",10.1097/00019616-199110000-00028,https://doi.org/10.1097/00019616-199110000-00028,crossref,2025-10-09T13:42:54+00:00
"Solvolysis of exo- and endo-Tricyclo[3,3,0,02,8]oct-3-yl p-Nitrobenzoates",1974,Australian Journal of Chemistry,"RG Buckeridge, KJ Frayne, BL Johnson",10.1071/ch9741235,https://doi.org/10.1071/ch9741235,crossref,2025-10-09T13:42:54+00:00
PO4-99 HDL AND ATORVASTATIN COUNTERBALANCE PROINFLAMMATORY EFFECT OF OXIDIZED LDL BY INHIBITING NF-KAPPAB ACTIVATION WITH/WITHOUT ENHANCING PPAR-GAMA EXPRESSION IN 3T3-L1 ADIPOCYTES,2007,Atherosclerosis Supplements,"X. XZ, Z. SP, Y. BL",10.1016/s1567-5688(07)71109-1,https://doi.org/10.1016/s1567-5688(07)71109-1,crossref,2025-10-09T13:42:54+00:00
An in vitro comparison of the effect of various surface treatments on the tensile bond strength of three different luting cement to zirconia copings,2019,The Journal of Indian Prosthodontic Society,"BL Bhavana, PL Rupesh, Bharat Kataraki",10.4103/jips.jips_247_18,https://doi.org/10.4103/jips.jips_247_18,crossref,2025-10-09T13:42:54+00:00
"IGF-1 levels, GH peak after GHRH+Arginine and 24h-GH-profile in males with the metabolic syndrome",2005,Experimental and Clinical Endocrinology &amp; Diabetes,"C Berg, K Mann, BL Herrmann",10.1055/s-2005-862831,https://doi.org/10.1055/s-2005-862831,crossref,2025-10-09T13:42:54+00:00
Extended Certification of The Human Genome,2024,"Journal of Preventive Medicine,Infectious Diseases &amp; Therapy",Ikhlov BL,10.63721/25jpmidt0101,https://doi.org/10.63721/25jpmidt0101,crossref,2025-10-09T13:42:54+00:00
Estimation of heterosis and combining ability for oil and protein content in soybean [Glycine max (L.) Merrill],2024,International Journal of Advanced Biochemistry Research,"BL Meena RK Meena, Narendra Padra",10.33545/26174693.2024.v8.i11se.2907,https://doi.org/10.33545/26174693.2024.v8.i11se.2907,crossref,2025-10-09T13:42:54+00:00
Prevalence of Toxoplasma gondii antibody in wild macropods,1988,Australian Veterinary Journal,"AM JOHNSON, H ROBERTS, BL MUNDAY",10.1111/j.1751-0813.1988.tb14456.x,https://doi.org/10.1111/j.1751-0813.1988.tb14456.x,crossref,2025-10-09T13:42:54+00:00
Lymphocytoma cutis: a pseudomalignancy treated with penicillin,1982,Acta Dermato-Venereologica,"BL. Andersen, F. Brandrup, J. Petri",10.2340/00015555628385,https://doi.org/10.2340/00015555628385,crossref,2025-10-09T13:42:54+00:00
"Proteins of rough microsomal membranes related to ribosome binding. I. Identification of ribophorins I and II, membrane proteins characteristics of rough microsomes",1978,The Journal of cell biology,"G Kreibich, BL Ulrich, DD Sabatini",10.1083/jcb.77.2.464,https://doi.org/10.1083/jcb.77.2.464,crossref,2025-10-09T13:42:54+00:00
Effects of Arching on Response Time of Miniature Pore Pressure Transducer in Clay,1990,Geotechnical Testing Journal,"BL Kutter, N Sathialingam, LR Herrmann",10.1520/gtj10155j,https://doi.org/10.1520/gtj10155j,crossref,2025-10-09T13:42:54+00:00
(163) VIABILITY OF TARGETED SCREENING FOR <i>STAPHYLOCOCCUS AUREUS</i> AND MRSA AS A SUBSTITUTE FOR UNIVERSAL PREOPERATIVE INFLATABLE PENILE PROSTHESIS NASAL SCREENING,2024,The Journal of Sexual Medicine,"T Alvermann, BL Atwater, MS Gross",10.1093/jsxmed/qdae167.160,https://doi.org/10.1093/jsxmed/qdae167.160,crossref,2025-10-09T13:42:54+00:00
USE OF RHEK-1 IMMORTALIZED HUMAN KERATINOCYTES FOR DETECTION OF INDUCED MUTATION AT THE HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE LOCUS,1993,International Journal of Oncology,"BL ALLENHOFFMANN, SJ SCHLOSSER, JS RHIM",10.3892/ijo.3.4.619,https://doi.org/10.3892/ijo.3.4.619,crossref,2025-10-09T13:42:54+00:00
Antileishmanial Activity of Fire Ant Venom Alkaloids,2012,Planta Medica,"HMTB Hereath, BL Tekwani, NPD Nanayakkara",10.1055/s-0032-1307541,https://doi.org/10.1055/s-0032-1307541,crossref,2025-10-09T13:42:54+00:00
"First records of the Australian dog whelk,<i>Nassarius</i>(<i>Plicarcularia</i>)<i>burchardi</i>(Dunker in Philippi, 1849) (Mollusca: Gastropoda) from New Zealand",2010,New Zealand Journal of Marine and Freshwater Research,"M Townsend, BA Marshall, BL Greenfield",10.1080/00288330.2010.511676,https://doi.org/10.1080/00288330.2010.511676,crossref,2025-10-09T13:42:54+00:00
AVALIAÇÃO DA PREVALÊNCIA DE LINFOCITOS B MONOCLONAIS DETECTADOS POR CITOMETRIA DE FLUXO EM UM LABORATÓRIO PRIVADO NA REGIÃO DA GRANDE FLORIANÓPOLIS/SC.,2024,"Hematology, Transfusion and Cell Therapy","BL Scarpato, CMR Franzon, AOM Wagner",10.1016/j.htct.2024.09.322,https://doi.org/10.1016/j.htct.2024.09.322,crossref,2025-10-09T13:42:54+00:00
Endocrine diagnosis of cryptorchidism in a llama,1996,Australian Veterinary Journal,"NR PERKINS, GS FRAZER, BL HULL",10.1111/j.1751-0813.1996.tb13773.x,https://doi.org/10.1111/j.1751-0813.1996.tb13773.x,crossref,2025-10-09T13:42:54+00:00
Improvised DRC Analysis to Identify Novel Plasma Induce Charging Damage Fault,2023,2023 IEEE International Symposium on the Physical and Failure Analysis of Integrated Circuits (IPFA),"Li Song, BL Yeoh, MH Thor",10.1109/ipfa58228.2023.10249036,https://doi.org/10.1109/ipfa58228.2023.10249036,crossref,2025-10-09T13:42:54+00:00
Protection against hepatits A by an inactivated vaccine,1994,The Journal of Pediatrics,"Innis BL, Snibhan R, Kunasol P",10.1016/s0022-3476(06)80194-0,https://doi.org/10.1016/s0022-3476(06)80194-0,crossref,2025-10-09T13:42:54+00:00
Oil and Gas Development in Alaska in 1987,1988,AAPG Bulletin,"Lester J. Steenblock (2), Colynn Bl",10.1306/703c9a32-1707-11d7-8645000102c1865d,https://doi.org/10.1306/703c9a32-1707-11d7-8645000102c1865d,crossref,2025-10-09T13:42:54+00:00
Shall I go digital?,2014,Dental Update,"BL Thomas, J Davies, E Whaites",10.12968/denu.2014.41.4.314,https://doi.org/10.12968/denu.2014.41.4.314,crossref,2025-10-09T13:42:54+00:00
De-Risking Industrial Decarbonization: Insights from the German Carbon Contracts for Difference Scheme,2025,,"Robin Bl&ouml;mer, Johannes Eckstein",10.2139/ssrn.5092289,https://doi.org/10.2139/ssrn.5092289,crossref,2025-10-09T13:42:54+00:00
The School Nutrition Dietary Assessment Study: summary and discussion,1995,The American Journal of Clinical Nutrition,"JA Burghardt, BL Devaney, AR Gordon",10.1093/ajcn/61.1.252s,https://doi.org/10.1093/ajcn/61.1.252s,crossref,2025-10-09T13:42:54+00:00
Detection of Peripheral Ventilation Inhomogeneity in Smokers,1997,Canadian Respiratory Journal,"DJ Cotton, JT Mink, BL Graham",10.1155/1997/234268,https://doi.org/10.1155/1997/234268,crossref,2025-10-09T13:42:54+00:00
Early Clinical Effectiveness of ER:Yag Laser in Association with the Red Complex of Bacteria in the Initial Treatment of Moderate Chronic Periodontitis,2014,Acta Medica Bulgarica,"Bl. Yaneva, E. Firkova, E. Karaslavova",10.2478/amb-2014-0005,https://doi.org/10.2478/amb-2014-0005,crossref,2025-10-09T13:42:54+00:00
Antimutagenic effect of Dioscorea Pentaphylla on genotoxic effect induced by methyl methanesulfonate in the drosophila wing spot test,2014,Toxicology International,"G Prakash, BL Dhananjaya, BB Hosetti",10.4103/0971-6580.155341,https://doi.org/10.4103/0971-6580.155341,crossref,2025-10-09T13:42:54+00:00
Development and evaluation of instant soup premix using oyster mushroom powder,2019,Mushroom Research,"Anuradha Srivastava, BL Attri, Shailja Verma",10.36036/mr.28.1.2019.91960,https://doi.org/10.36036/mr.28.1.2019.91960,crossref,2025-10-09T13:42:54+00:00
Extracellular serotonin levels change with behavioral state but not with pyrogen-induced hyperthermia,1991,The Journal of Neuroscience,"LO Wilkinson, SB Auerbach, BL Jacobs",10.1523/jneurosci.11-09-02732.1991,https://doi.org/10.1523/jneurosci.11-09-02732.1991,crossref,2025-10-09T13:42:54+00:00
Immune responses of teleost fish,2001,Australian Veterinary Journal,"M WATTS, BL MUNDAY, CM BURKE",10.1111/j.1751-0813.2001.tb10753.x,https://doi.org/10.1111/j.1751-0813.2001.tb10753.x,crossref,2025-10-09T13:42:54+00:00
Antileishmanial Alkaloids from Black Pepper (Piper nigrum),2011,Planta Medica,"HRW Dharmaratne, BL Tekwani, NPD Nanayakkara",10.1055/s-0031-1273553,https://doi.org/10.1055/s-0031-1273553,crossref,2025-10-09T13:42:54+00:00
Erythropoietin production in nephrectomized and hypophysectomized animals,1968,American Journal of Physiology-Legacy Content,"S Halvorsen, BL Roh, JW Fisher",10.1152/ajplegacy.1968.215.2.349,https://doi.org/10.1152/ajplegacy.1968.215.2.349,crossref,2025-10-09T13:42:54+00:00
Using Secondary Electron Contrast for Imaging Water-Oil Emulsions in the Environmental SEM (ESEM),1998,Microscopy and Microanalysis,"DJ Stokes, BL Thiel, AM Donald",10.1017/s1431927600021620,https://doi.org/10.1017/s1431927600021620,crossref,2025-10-09T13:42:54+00:00
The use of antibodies to identify the receptor for ROS binding by the rat RPE,1992,Experimental Eye Research,"CY Gregory, MO Hall, BL Burgess",10.1016/0014-4835(92)90706-x,https://doi.org/10.1016/0014-4835(92)90706-x,crossref,2025-10-09T13:42:54+00:00
Comparative study of Nasogastric Feeding and Nasojejunal Feeding routes of Enteral Nutrition in Acute Pancreatitis,2018,Madridge Journal of Surgery,"G Vinay, KS Balasubrahmanya, BL Dharmendra",10.18689/mjs-1000105,https://doi.org/10.18689/mjs-1000105,crossref,2025-10-09T13:42:54+00:00
Développement psycho-intellectuel,1996,Archives de Pédiatrie,"O Claris, PS Ho, BL Salle",10.1016/0929-693x(96)86038-6,https://doi.org/10.1016/0929-693x(96)86038-6,crossref,2025-10-09T13:42:54+00:00
"Place cells, head direction cells, and the learning of landmark stability",1995,The Journal of Neuroscience,"JJ Knierim, HS Kudrimoti, BL McNaughton",10.1523/jneurosci.15-03-01648.1995,https://doi.org/10.1523/jneurosci.15-03-01648.1995,crossref,2025-10-09T13:42:54+00:00
"Solvolysis of exo- and endo-Tricyclo[3,3,0,02,8]oct-4-yl p-Toluenesulphonates",1975,Australian Journal of Chemistry,"RG Buckeridge, KJ Frayne, BL Johnson",10.1071/ch9751311,https://doi.org/10.1071/ch9751311,crossref,2025-10-09T13:42:54+00:00
Five hundred twenty-two resectoscopic myomectomies,1996,The Journal of the American Association of Gynecologic Laparoscopists,"BL Lin, N Ozawa, N Miyamoto",10.1016/s1074-3804(96)80221-0,https://doi.org/10.1016/s1074-3804(96)80221-0,crossref,2025-10-09T13:42:54+00:00
"Hemidactylus treutleri from Eastern Ghats, Andhra Pradesh, India",2014,TAPROBANICA: The Journal of Asian Biodiversity,"BL Narayana, G Surender, VV Rao",10.4038/tapro.v6i1.7088,https://doi.org/10.4038/tapro.v6i1.7088,crossref,2025-10-09T13:42:54+00:00
Fondaparinux or enoxaparin for initial treatment of symptomatic deep venous thrombosis: Randomized trial,2004,Journal of Vascular Surgery,"HR Buller, BL Davidson, H Decousus",10.1016/j.jvs.2004.10.009,https://doi.org/10.1016/j.jvs.2004.10.009,crossref,2025-10-09T13:42:54+00:00
Protection against hepatits A by an inactivated vaccine,1994,The Journal of Pediatrics,"I BL, S R, K P",10.1016/s0022-3476(94)70088-5,https://doi.org/10.1016/s0022-3476(94)70088-5,crossref,2025-10-09T13:42:54+00:00
C-Jun N-Terminal Kinase (JNK) Regulates Serotonin-Mediated Proliferation and Migration of Pulmonary Artery Smooth Muscle Cells through the Akt Pathway.,2009,A53. VASCULAR SMOOTH MUSCLE CELLS,"L Wei, Y Liu, BL Fanburg",10.1164/ajrccm-conference.2009.179.1_meetingabstracts.a1860,https://doi.org/10.1164/ajrccm-conference.2009.179.1_meetingabstracts.a1860,crossref,2025-10-09T13:42:54+00:00
Crack Initiation in a High-Strength Low-Alloy Steel,,Fracture Mechanics,"BL Braglia, RW Hertzberg, R Roberts",10.1520/stp34919s,https://doi.org/10.1520/stp34919s,crossref,2025-10-09T13:42:54+00:00
Identification of extragenic suppressors of the cif1 mutation in Saccharomyces cerevisiae,1994,Current Genetics,"Miguel A. Bl�zquez, Carlos Gancedo",10.1007/bf00309531,https://doi.org/10.1007/bf00309531,crossref,2025-10-09T13:42:54+00:00
"Bromination of 2,7-Dihydroxynaphthalene",1960,Australian Journal of Chemistry,"RG Cooke, BL Johnson, WR Owen",10.1071/ch9600256,https://doi.org/10.1071/ch9600256,crossref,2025-10-09T13:42:54+00:00
The Alvarado Score and Acute Appendicitis,2001,"Annals of the Academy of Medicine, Singapore","MYP Chan, BS Teo, BL Ng",10.47102/annals-acadmedsg.v30n5p510,https://doi.org/10.47102/annals-acadmedsg.v30n5p510,crossref,2025-10-09T13:42:54+00:00
Status report on mushroom based nutraceutical products in the market,2020,Mushroom Research,"Anuradha Srivastava, BL Attri, VP Sharma",10.36036/mr.28.2.2020.97575,https://doi.org/10.36036/mr.28.2.2020.97575,crossref,2025-10-09T13:42:54+00:00
Ethical and legal issues in renal transplantation in Nigeria,2016,Saudi Journal of Kidney Diseases and Transplantation,"SO Ajayi, Y Raji, BL Salako",10.4103/1319-2442.174146,https://doi.org/10.4103/1319-2442.174146,crossref,2025-10-09T13:42:54+00:00
Fecal Streptococci: Indicators of Pollution,1977,Bacterial Indicators/Health Hazards Associated with Water,"EM Clausen, BL Green, W Litsky",10.1520/stp34833s,https://doi.org/10.1520/stp34833s,crossref,2025-10-09T13:42:54+00:00
<i>Neospora caninum</i> infection in dogs,1990,Australian Veterinary Journal,"BL MUNDAY, JP DUBEY, RW MASON",10.1111/j.1751-0813.1990.tb07706.x,https://doi.org/10.1111/j.1751-0813.1990.tb07706.x,crossref,2025-10-09T13:42:54+00:00
New Way to Treat Cancer,2025,Journal of Clinical Oncology  &amp; Advanced Therapy,Ikhlov BL,10.63721/25jcoat0102,https://doi.org/10.63721/25jcoat0102,crossref,2025-10-09T13:42:54+00:00
"Klinische, bakteriologische und serologische Befunde bei Leptospiren-Uveitis",1955,Albrecht von Graefes Archiv f�r Ophthalmologie Vereinigt mit Archiv f�r Augenheilkunde,"A. Fischer, Bl. Freytag, H. Remky",10.1007/bf00684299,https://doi.org/10.1007/bf00684299,crossref,2025-10-09T13:42:54+00:00
Cyclometallation reactions. XIII. Reactions of phenyl-substituted heterocyclic nitrogen-donor ligands,1975,Australian Journal of Chemistry,"MI Bruce, BL Goodall, I Matsuda",10.1071/ch9751259,https://doi.org/10.1071/ch9751259,crossref,2025-10-09T13:42:54+00:00
Phenotype analysis of hematopoietic CD34+ cell populations derived from human umbilical cord blood using flow cytometry and cDNA-polymerase chain reaction,1994,Blood,"SJ Thoma, CP Lamping, BL Ziegler",10.1182/blood.v83.8.2103.bloodjournal8382103,https://doi.org/10.1182/blood.v83.8.2103.bloodjournal8382103,crossref,2025-10-09T13:42:54+00:00
Solid-state NMR imaging methods. Part I: Strong field gradients,2000,Concepts in Magnetic Resonance,"Dan E. Demco, Bernhard Bl�mich",10.1002/1099-0534(2000)12:4<188::aid-cmr2>3.0.co;2-7,https://doi.org/10.1002/1099-0534(2000)12:4<188::aid-cmr2>3.0.co;2-7,crossref,2025-10-09T13:42:54+00:00
Solid Variant of Alveolar Rhabdomyosarcoma of Nasal Cavity,2020,Kathmandu University Medical Journal,"A Bhattarai, BL Shrestha, A Dhakal",10.3126/kumj.v18i1.34664,https://doi.org/10.3126/kumj.v18i1.34664,crossref,2025-10-09T13:42:54+00:00
Heterosis analysis for seed yield and its component characters in castor [Ricinus communis L.],2025,International Journal of Advanced Biochemistry Research,"BL Pandor, MP Patel, RH Chaudhari",10.33545/26174693.2025.v9.i1sh.3575,https://doi.org/10.33545/26174693.2025.v9.i1sh.3575,crossref,2025-10-09T13:42:54+00:00
Occurrence of polychlorinated biphenyls and organochlorine pesticides in platypuses (Ornithorhynchus anatinus) in Tasmania,1998,Australian Veterinary Journal,"BL MUNDAY, NJ STEWART, A SÖDERGREN",10.1111/j.1751-0813.1998.tb14546.x,https://doi.org/10.1111/j.1751-0813.1998.tb14546.x,crossref,2025-10-09T13:42:54+00:00
Hippocampal-Prefrontal Interactions during Spatial Decision-Making,2020,,"Lucas CS Tavares, Adriano BL Tort",10.1101/2020.06.24.168732,https://doi.org/10.1101/2020.06.24.168732,crossref,2025-10-09T13:42:54+00:00
Influence of breastfeeding and complementary food on growth between 5 and 10 months,1998,Acta Paediatrica,"GA Nielsen, BL Thomsen, KF Michaelsen",10.1080/080352598750031536,https://doi.org/10.1080/080352598750031536,crossref,2025-10-09T13:42:54+00:00
EVALUASI PENGENDALIAN  INTERN  PADA  PROSES PEMBERIAN KREDIT MODAL KERJA PADA PT BANK RAKYAT INDONESIA (PERSERO) TBK UNIT  CAKKE CABANG ENREKANG.,2019,INVOICE : JURNAL ILMU AKUNTANSI,"Fajrah Yana, Muchran Bl, Ismail Badollahi",10.26618/inv.v1i2.2518,https://doi.org/10.26618/inv.v1i2.2518,crossref,2025-10-09T13:42:54+00:00
Synemin and vimentin are components of intermediate filaments in avian erythrocytes,1982,The Journal of Cell Biology,"BL Granger, EA Repasky, E Lazarides",10.1083/jcb.92.2.299,https://doi.org/10.1083/jcb.92.2.299,crossref,2025-10-09T13:42:54+00:00
Suicide by Ingestion of Propranolol,1982,Journal of Forensic Sciences,"JW Jones, MA Clark, BL Mullen",10.1520/jfs11469j,https://doi.org/10.1520/jfs11469j,crossref,2025-10-09T13:42:54+00:00
Reproductive and Productive Performance of Up-Country Exotic Dairy Cattle Breeds of Sri Lanka,2012,Tropical Agricultural Research,"KMPMB Kollalpitiya, S Premaratne, BL Peiris",10.4038/tar.v23i4.4867,https://doi.org/10.4038/tar.v23i4.4867,crossref,2025-10-09T13:42:54+00:00
Photoinhibition from chronic herbicide exposure reduces reproductive output of reef-building corals,2007,Marine Ecology Progress Series,"NE Cantin, AP Negri, BL Willis",10.3354/meps07059,https://doi.org/10.3354/meps07059,crossref,2025-10-09T13:42:54+00:00
"Activity, Shelter Usage, Growth and Recruitment of Juvenile Red Hake Urophycis chuss",1982,Marine Ecology Progress Series,"WW Steiner, JJ Luczkovich, BL Olla",10.3354/meps007125,https://doi.org/10.3354/meps007125,crossref,2025-10-09T13:42:54+00:00
Increased erythrocyte phosphatidylserine exposure in sickle cell disease: flow-cytometric measurement and clinical associations,1996,Blood,"BL Wood, DF Gibson, JF Tait",10.1182/blood.v88.5.1873.1873,https://doi.org/10.1182/blood.v88.5.1873.1873,crossref,2025-10-09T13:42:54+00:00
Prevalence of inducible clindamycin resistance in Staphylococcus aureus,2012,Journal of Academy of Medical Sciences,"TA Dhanalakshmi, BL Umapathy, DR Mohan",10.4103/2249-4855.118664,https://doi.org/10.4103/2249-4855.118664,crossref,2025-10-09T13:42:54+00:00
Extracorporeal membrane oxygenation: radiographic appearance of the neonatal chest,1986,American Journal of Roentgenology,"GA Taylor, BL Short, P Kriesmer",10.2214/ajr.146.6.1257,https://doi.org/10.2214/ajr.146.6.1257,crossref,2025-10-09T13:42:54+00:00
Triploidy and other chromosomal  abnormalities in a selected line of chickens,1991,Genetics Selection Evolution,"MH Thorne, RK Collins, BL Sheldon",10.1051/gse:19910740,https://doi.org/10.1051/gse:19910740,crossref,2025-10-09T13:42:54+00:00
Influence of magnetic fields on phagocyte activation,1992,Journal of Electroanalytical Chemistry,"P. Bochev, Bl. Bechev, M. Magrisso",10.1016/0022-0728(92)85034-z,https://doi.org/10.1016/0022-0728(92)85034-z,crossref,2025-10-09T13:42:54+00:00
Leproma like Tuberculosis: A Serious Occupational Hazard to Health Care Workers,2017,Air &amp; Water Borne Diseases,"Singh BL, Lobo FD, Adiga D",10.4172/2167-7719.1000132,https://doi.org/10.4172/2167-7719.1000132,crossref,2025-10-09T13:42:54+00:00
Optimisation of the S.E. Signal to Background Ratio in ESEM,1998,Microscopy and Microanalysis,"TH Keller, BL Thiel, AM Donald",10.1017/s1431927600021607,https://doi.org/10.1017/s1431927600021607,crossref,2025-10-09T13:42:54+00:00
Effects of Scan Rate and Electron Dose on the Secondary Electron Contrast of Liquids in Environmental SEM (ESEM),1999,Microscopy and Microanalysis,"DJ Stokes, BL Thiel, AM Donald",10.1017/s1431927600014720,https://doi.org/10.1017/s1431927600014720,crossref,2025-10-09T13:42:54+00:00
On the Boundary Conditions of Avoidance Memory Reconsolidation: An Attractor Network Perspective,2019,,"Rodrigo MM Santiago, Adriano BL Tort",10.1101/826909,https://doi.org/10.1101/826909,crossref,2025-10-09T13:42:54+00:00
Imaging the Probe Skirt in the Environmental SEM,2000,Microscopy and Microanalysis,"BL Thiel, IC Bache, P Smith",10.1017/s1431927600036461,https://doi.org/10.1017/s1431927600036461,crossref,2025-10-09T13:42:54+00:00
Lin's outer sheath for continuous-flow system of flexible hysteroscopy,1999,The Journal of the American Association of Gynecologic Laparoscopists,"K Seki, BL Lin, Y Iwata",10.1016/s1074-3804(99)80294-1,https://doi.org/10.1016/s1074-3804(99)80294-1,crossref,2025-10-09T13:42:54+00:00
"Ant endemicity in the highlands and escarpments of Angola and Namibia (Hymenoptera, Formicidae)",2023,Namibian Journal of Environment,"K Gomez, PG Hawkes, BL Fisher",10.64640/kzgrx927,https://doi.org/10.64640/kzgrx927,crossref,2025-10-09T13:42:54+00:00
Screening of endophytic isolates of Metarhizium anisopliae (Metchnikoff) Vuillemin and Beauveria bassiana (Balsamo) against P. xylostella linnaeus,2024,International Journal of Research in Agronomy,"Jayalekshmi J, Patel NB, Raghunandan BL",10.33545/2618060x.2024.v7.i8c.1211,https://doi.org/10.33545/2618060x.2024.v7.i8c.1211,crossref,2025-10-09T13:42:54+00:00
SUDDEN DEATH CAUSED BY THORACIC AORTIC ANEURYSM RUPTURE,2025,Journal of Forensic Medicine and Toxicology,"Vinoth G, Ajmal BL, Mahabalesh Shetty",10.48165/jfmt.2025.42.1.23,https://doi.org/10.48165/jfmt.2025.42.1.23,crossref,2025-10-09T13:42:54+00:00
Fourier representation for the two-point function of the two-dimensional massless scalar field,1991,Letters in Mathematical Physics,"H. G. Embacher, G. Gr�bl",10.1007/bf00403550,https://doi.org/10.1007/bf00403550,crossref,2025-10-09T13:42:54+00:00
